Country_or_Region,Year,Indicator,Value,Unit,Urbanization,Income_Quintile
Latin America & Caribbean,2001,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.58,Percentage of population,Total,All
Latin America & Caribbean,2001,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",16.91,Percentage of population,Total,All
Latin America & Caribbean,2001,UHC Service Coverage Index,68,0-100 scale,Total,All
Latin America & Caribbean,2001,UHC Service Coverage Index,59,0-100 scale,Total,All
Latin America & Caribbean,2001,UHC Service Coverage Index,67,0-100 scale,Total,All
Latin America & Caribbean,2001,UHC Service Coverage Index,73,0-100 scale,Total,All
Latin America & Caribbean,2001,UHC Service Coverage Index,75,0-100 scale,Total,All
Latin America & Caribbean,2002,Financial Hardship,53.18,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2002,Financial Hardship,39.51,Percentage of population,Total,Q2
Latin America & Caribbean,2002,Financial Hardship,11.11,Percentage of population,Total,Q3
Latin America & Caribbean,2002,Financial Hardship,4.15,Percentage of population,Total,Q4
Latin America & Caribbean,2002,Financial Hardship,2,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2002,Financial Hardship,21.79,Percentage of population,Total,All
Latin America & Caribbean,2002,Financial Hardship (Impoverishing),17.94,Percentage of population,Total,All
Latin America & Caribbean,2002,Financial Hardship (Large Non-Impoverishing),3.85,Percentage of population,Total,All
Latin America & Caribbean,2002,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.84,Percentage of population,Total,All
Latin America & Caribbean,2002,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",16.1,Percentage of population,Total,All
Latin America & Caribbean,2002,UHC Service Coverage Index,69,0-100 scale,Total,All
Latin America & Caribbean,2002,UHC Service Coverage Index,60,0-100 scale,Total,All
Latin America & Caribbean,2002,UHC Service Coverage Index,68,0-100 scale,Total,All
Latin America & Caribbean,2002,UHC Service Coverage Index,74,0-100 scale,Total,All
Latin America & Caribbean,2002,UHC Service Coverage Index,76,0-100 scale,Total,All
Latin America & Caribbean,2003,Financial Hardship,53.56,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2003,Financial Hardship,38.82,Percentage of population,Total,Q2
Latin America & Caribbean,2003,Financial Hardship,10.57,Percentage of population,Total,Q3
Latin America & Caribbean,2003,Financial Hardship,3.92,Percentage of population,Total,Q4
Latin America & Caribbean,2003,Financial Hardship,1.87,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2003,Financial Hardship,21.67,Percentage of population,Total,All
Latin America & Caribbean,2003,Financial Hardship (Impoverishing),17.86,Percentage of population,Total,All
Latin America & Caribbean,2003,Financial Hardship (Large Non-Impoverishing),3.81,Percentage of population,Total,All
Latin America & Caribbean,2003,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.69,Percentage of population,Total,All
Latin America & Caribbean,2003,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",16.17,Percentage of population,Total,All
Latin America & Caribbean,2003,UHC Service Coverage Index,70,0-100 scale,Total,All
Latin America & Caribbean,2003,UHC Service Coverage Index,61,0-100 scale,Total,All
Latin America & Caribbean,2003,UHC Service Coverage Index,68,0-100 scale,Total,All
Latin America & Caribbean,2003,UHC Service Coverage Index,74,0-100 scale,Total,All
Latin America & Caribbean,2003,UHC Service Coverage Index,77,0-100 scale,Total,All
Latin America & Caribbean,2004,Financial Hardship,58.38,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2004,Financial Hardship,40.6,Percentage of population,Total,Q2
Latin America & Caribbean,2004,Financial Hardship,9.78,Percentage of population,Total,Q3
Latin America & Caribbean,2004,Financial Hardship,3.96,Percentage of population,Total,Q4
Latin America & Caribbean,2004,Financial Hardship,1.95,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2004,Financial Hardship,22.84,Percentage of population,Total,All
Latin America & Caribbean,2004,Financial Hardship (Impoverishing),18.92,Percentage of population,Total,All
Latin America & Caribbean,2004,Financial Hardship (Large Non-Impoverishing),3.92,Percentage of population,Total,All
Latin America & Caribbean,2004,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.93,Percentage of population,Total,All
Latin America & Caribbean,2004,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",16.99,Percentage of population,Total,All
Latin America & Caribbean,2004,UHC Service Coverage Index,70,0-100 scale,Total,All
Latin America & Caribbean,2004,UHC Service Coverage Index,61,0-100 scale,Total,All
Latin America & Caribbean,2004,UHC Service Coverage Index,68,0-100 scale,Total,All
Latin America & Caribbean,2004,UHC Service Coverage Index,75,0-100 scale,Total,All
Latin America & Caribbean,2004,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2005,Financial Hardship,57.51,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2005,Financial Hardship,38.83,Percentage of population,Total,Q2
Latin America & Caribbean,2005,Financial Hardship,9.18,Percentage of population,Total,Q3
Latin America & Caribbean,2005,Financial Hardship,3.9,Percentage of population,Total,Q4
Latin America & Caribbean,2005,Financial Hardship,1.95,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2005,Financial Hardship,22.29,Percentage of population,Total,All
Latin America & Caribbean,2005,Financial Hardship (Impoverishing),18.4,Percentage of population,Total,All
Latin America & Caribbean,2005,Financial Hardship (Large Non-Impoverishing),3.88,Percentage of population,Total,All
Latin America & Caribbean,2005,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.93,Percentage of population,Total,All
Latin America & Caribbean,2005,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",16.47,Percentage of population,Total,All
Latin America & Caribbean,2005,UHC Service Coverage Index,71,0-100 scale,Total,All
Latin America & Caribbean,2005,UHC Service Coverage Index,62,0-100 scale,Total,All
Latin America & Caribbean,2005,UHC Service Coverage Index,69,0-100 scale,Total,All
Latin America & Caribbean,2005,UHC Service Coverage Index,75,0-100 scale,Total,All
Latin America & Caribbean,2005,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2006,Financial Hardship,58.05,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2006,Financial Hardship,39.05,Percentage of population,Total,Q2
Latin America & Caribbean,2006,Financial Hardship,7.48,Percentage of population,Total,Q3
Latin America & Caribbean,2006,Financial Hardship,3.05,Percentage of population,Total,Q4
Latin America & Caribbean,2006,Financial Hardship,1.69,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2006,Financial Hardship,21.7,Percentage of population,Total,All
Latin America & Caribbean,2006,Financial Hardship (Impoverishing),18.18,Percentage of population,Total,All
Latin America & Caribbean,2006,Financial Hardship (Large Non-Impoverishing),3.52,Percentage of population,Total,All
Latin America & Caribbean,2006,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.79,Percentage of population,Total,All
Latin America & Caribbean,2006,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",16.39,Percentage of population,Total,All
Latin America & Caribbean,2006,UHC Service Coverage Index,71,0-100 scale,Total,All
Latin America & Caribbean,2006,UHC Service Coverage Index,63,0-100 scale,Total,All
Latin America & Caribbean,2006,UHC Service Coverage Index,69,0-100 scale,Total,All
Latin America & Caribbean,2006,UHC Service Coverage Index,76,0-100 scale,Total,All
Latin America & Caribbean,2006,UHC Service Coverage Index,79,0-100 scale,Total,All
Latin America & Caribbean,2007,Financial Hardship,57.95,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2007,Financial Hardship,37.58,Percentage of population,Total,Q2
Latin America & Caribbean,2007,Financial Hardship,6.9,Percentage of population,Total,Q3
Latin America & Caribbean,2007,Financial Hardship,2.93,Percentage of population,Total,Q4
Latin America & Caribbean,2007,Financial Hardship,1.62,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2007,Financial Hardship,21.19,Percentage of population,Total,All
Latin America & Caribbean,2007,Financial Hardship (Impoverishing),17.68,Percentage of population,Total,All
Latin America & Caribbean,2007,Financial Hardship (Large Non-Impoverishing),3.5,Percentage of population,Total,All
Latin America & Caribbean,2007,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.73,Percentage of population,Total,All
Latin America & Caribbean,2007,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",15.95,Percentage of population,Total,All
Latin America & Caribbean,2007,UHC Service Coverage Index,72,0-100 scale,Total,All
Latin America & Caribbean,2007,UHC Service Coverage Index,64,0-100 scale,Total,All
Latin America & Caribbean,2007,UHC Service Coverage Index,69,0-100 scale,Total,All
Latin America & Caribbean,2007,UHC Service Coverage Index,76,0-100 scale,Total,All
Latin America & Caribbean,2007,UHC Service Coverage Index,80,0-100 scale,Total,All
Latin America & Caribbean,2008,Financial Hardship,56.46,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2008,Financial Hardship,39.55,Percentage of population,Total,Q2
Latin America & Caribbean,2008,Financial Hardship,6.5,Percentage of population,Total,Q3
Latin America & Caribbean,2008,Financial Hardship,2.52,Percentage of population,Total,Q4
Latin America & Caribbean,2008,Financial Hardship,1.3,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2008,Financial Hardship,21.28,Percentage of population,Total,All
Latin America & Caribbean,2008,Financial Hardship (Impoverishing),17.88,Percentage of population,Total,All
Latin America & Caribbean,2008,Financial Hardship (Large Non-Impoverishing),3.4,Percentage of population,Total,All
Latin America & Caribbean,2008,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.58,Percentage of population,Total,All
Latin America & Caribbean,2008,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",16.3,Percentage of population,Total,All
Latin America & Caribbean,2008,UHC Service Coverage Index,72,0-100 scale,Total,All
Latin America & Caribbean,2008,UHC Service Coverage Index,65,0-100 scale,Total,All
Latin America & Caribbean,2008,UHC Service Coverage Index,69,0-100 scale,Total,All
Latin America & Caribbean,2008,UHC Service Coverage Index,77,0-100 scale,Total,All
Latin America & Caribbean,2008,UHC Service Coverage Index,80,0-100 scale,Total,All
Latin America & Caribbean,2009,Financial Hardship,56.72,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2009,Financial Hardship,35.64,Percentage of population,Total,Q2
Latin America & Caribbean,2009,Financial Hardship,5.91,Percentage of population,Total,Q3
Latin America & Caribbean,2009,Financial Hardship,2.4,Percentage of population,Total,Q4
Latin America & Caribbean,2009,Financial Hardship,1.2,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2009,Financial Hardship,20.61,Percentage of population,Total,All
Latin America & Caribbean,2009,Financial Hardship (Impoverishing),17.25,Percentage of population,Total,All
Latin America & Caribbean,2009,Financial Hardship (Large Non-Impoverishing),3.36,Percentage of population,Total,All
Latin America & Caribbean,2009,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.62,Percentage of population,Total,All
Latin America & Caribbean,2009,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",15.64,Percentage of population,Total,All
Latin America & Caribbean,2009,UHC Service Coverage Index,73,0-100 scale,Total,All
Latin America & Caribbean,2009,UHC Service Coverage Index,65,0-100 scale,Total,All
Latin America & Caribbean,2009,UHC Service Coverage Index,69,0-100 scale,Total,All
Latin America & Caribbean,2009,UHC Service Coverage Index,77,0-100 scale,Total,All
Latin America & Caribbean,2009,UHC Service Coverage Index,81,0-100 scale,Total,All
Latin America & Caribbean,2010,Financial Hardship,57.35,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2010,Financial Hardship,34.34,Percentage of population,Total,Q2
Latin America & Caribbean,2010,Financial Hardship,5.89,Percentage of population,Total,Q3
Latin America & Caribbean,2010,Financial Hardship,2.33,Percentage of population,Total,Q4
Latin America & Caribbean,2010,Financial Hardship,1.23,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2010,Financial Hardship,20.21,Percentage of population,Total,All
Latin America & Caribbean,2010,Financial Hardship (Impoverishing),16.83,Percentage of population,Total,All
Latin America & Caribbean,2010,Financial Hardship (Large Non-Impoverishing),3.38,Percentage of population,Total,All
Latin America & Caribbean,2010,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.49,Percentage of population,Total,All
Latin America & Caribbean,2010,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",15.34,Percentage of population,Total,All
Latin America & Caribbean,2010,UHC Service Coverage Index,73,0-100 scale,Total,All
Latin America & Caribbean,2010,UHC Service Coverage Index,66,0-100 scale,Total,All
Latin America & Caribbean,2010,UHC Service Coverage Index,69,0-100 scale,Total,All
Latin America & Caribbean,2010,UHC Service Coverage Index,77,0-100 scale,Total,All
Latin America & Caribbean,2010,UHC Service Coverage Index,82,0-100 scale,Total,All
Latin America & Caribbean,2011,Financial Hardship,57.52,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2011,Financial Hardship,32.4,Percentage of population,Total,Q2
Latin America & Caribbean,2011,Financial Hardship,5.65,Percentage of population,Total,Q3
Latin America & Caribbean,2011,Financial Hardship,2.34,Percentage of population,Total,Q4
Latin America & Caribbean,2011,Financial Hardship,1.29,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2011,Financial Hardship,19.97,Percentage of population,Total,All
Latin America & Caribbean,2011,Financial Hardship (Impoverishing),16.54,Percentage of population,Total,All
Latin America & Caribbean,2011,Financial Hardship (Large Non-Impoverishing),3.43,Percentage of population,Total,All
Latin America & Caribbean,2011,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.48,Percentage of population,Total,All
Latin America & Caribbean,2011,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",15.06,Percentage of population,Total,All
Latin America & Caribbean,2011,UHC Service Coverage Index,75,0-100 scale,Total,All
Latin America & Caribbean,2011,UHC Service Coverage Index,67,0-100 scale,Total,All
Latin America & Caribbean,2011,UHC Service Coverage Index,74,0-100 scale,Total,All
Latin America & Caribbean,2011,UHC Service Coverage Index,77,0-100 scale,Total,All
Latin America & Caribbean,2011,UHC Service Coverage Index,82,0-100 scale,Total,All
Latin America & Caribbean,2012,Financial Hardship,57.95,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2012,Financial Hardship,32.84,Percentage of population,Total,Q2
Latin America & Caribbean,2012,Financial Hardship,5.37,Percentage of population,Total,Q3
Latin America & Caribbean,2012,Financial Hardship,2.28,Percentage of population,Total,Q4
Latin America & Caribbean,2012,Financial Hardship,1.28,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2012,Financial Hardship,19.85,Percentage of population,Total,All
Latin America & Caribbean,2012,Financial Hardship (Impoverishing),16.64,Percentage of population,Total,All
Latin America & Caribbean,2012,Financial Hardship (Large Non-Impoverishing),3.21,Percentage of population,Total,All
Latin America & Caribbean,2012,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.58,Percentage of population,Total,All
Latin America & Caribbean,2012,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",15.06,Percentage of population,Total,All
Latin America & Caribbean,2012,UHC Service Coverage Index,76,0-100 scale,Total,All
Latin America & Caribbean,2012,UHC Service Coverage Index,67,0-100 scale,Total,All
Latin America & Caribbean,2012,UHC Service Coverage Index,77,0-100 scale,Total,All
Latin America & Caribbean,2012,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2012,UHC Service Coverage Index,83,0-100 scale,Total,All
Latin America & Caribbean,2013,Financial Hardship,59.37,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2013,Financial Hardship,31.56,Percentage of population,Total,Q2
Latin America & Caribbean,2013,Financial Hardship,5.19,Percentage of population,Total,Q3
Latin America & Caribbean,2013,Financial Hardship,2.3,Percentage of population,Total,Q4
Latin America & Caribbean,2013,Financial Hardship,1.37,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2013,Financial Hardship,20.06,Percentage of population,Total,All
Latin America & Caribbean,2013,Financial Hardship (Impoverishing),16.59,Percentage of population,Total,All
Latin America & Caribbean,2013,Financial Hardship (Large Non-Impoverishing),3.47,Percentage of population,Total,All
Latin America & Caribbean,2013,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.53,Percentage of population,Total,All
Latin America & Caribbean,2013,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",15.06,Percentage of population,Total,All
Latin America & Caribbean,2013,UHC Service Coverage Index,77,0-100 scale,Total,All
Latin America & Caribbean,2013,UHC Service Coverage Index,68,0-100 scale,Total,All
Latin America & Caribbean,2013,UHC Service Coverage Index,80,0-100 scale,Total,All
Latin America & Caribbean,2013,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2013,UHC Service Coverage Index,84,0-100 scale,Total,All
Latin America & Caribbean,2014,Financial Hardship,59.5,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2014,Financial Hardship,27.53,Percentage of population,Total,Q2
Latin America & Caribbean,2014,Financial Hardship,4.71,Percentage of population,Total,Q3
Latin America & Caribbean,2014,Financial Hardship,2.37,Percentage of population,Total,Q4
Latin America & Caribbean,2014,Financial Hardship,1.42,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2014,Financial Hardship,19.4,Percentage of population,Total,All
Latin America & Caribbean,2014,Financial Hardship (Impoverishing),15.92,Percentage of population,Total,All
Latin America & Caribbean,2014,Financial Hardship (Large Non-Impoverishing),3.49,Percentage of population,Total,All
Latin America & Caribbean,2014,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.53,Percentage of population,Total,All
Latin America & Caribbean,2014,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",14.38,Percentage of population,Total,All
Latin America & Caribbean,2014,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2014,UHC Service Coverage Index,69,0-100 scale,Total,All
Latin America & Caribbean,2014,UHC Service Coverage Index,82,0-100 scale,Total,All
Latin America & Caribbean,2014,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2014,UHC Service Coverage Index,84,0-100 scale,Total,All
Latin America & Caribbean,2015,Financial Hardship,60.57,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2015,Financial Hardship,26.97,Percentage of population,Total,Q2
Latin America & Caribbean,2015,Financial Hardship,4.27,Percentage of population,Total,Q3
Latin America & Caribbean,2015,Financial Hardship,2.12,Percentage of population,Total,Q4
Latin America & Caribbean,2015,Financial Hardship,1.28,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2015,Financial Hardship,19.53,Percentage of population,Total,All
Latin America & Caribbean,2015,Financial Hardship (Impoverishing),16.04,Percentage of population,Total,All
Latin America & Caribbean,2015,Financial Hardship (Large Non-Impoverishing),3.49,Percentage of population,Total,All
Latin America & Caribbean,2015,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.32,Percentage of population,Total,All
Latin America & Caribbean,2015,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",14.72,Percentage of population,Total,All
Latin America & Caribbean,2015,UHC Service Coverage Index,79,0-100 scale,Total,All
Latin America & Caribbean,2015,UHC Service Coverage Index,69,0-100 scale,Total,All
Latin America & Caribbean,2015,UHC Service Coverage Index,83,0-100 scale,Total,All
Latin America & Caribbean,2015,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2015,UHC Service Coverage Index,85,0-100 scale,Total,All
Latin America & Caribbean,2016,Financial Hardship,61.04,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2016,Financial Hardship,25.73,Percentage of population,Total,Q2
Latin America & Caribbean,2016,Financial Hardship,3.97,Percentage of population,Total,Q3
Latin America & Caribbean,2016,Financial Hardship,1.91,Percentage of population,Total,Q4
Latin America & Caribbean,2016,Financial Hardship,1.21,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2016,Financial Hardship,19.23,Percentage of population,Total,All
Latin America & Caribbean,2016,Financial Hardship (Impoverishing),15.89,Percentage of population,Total,All
Latin America & Caribbean,2016,Financial Hardship (Large Non-Impoverishing),3.34,Percentage of population,Total,All
Latin America & Caribbean,2016,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.42,Percentage of population,Total,All
Latin America & Caribbean,2016,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",14.47,Percentage of population,Total,All
Latin America & Caribbean,2016,UHC Service Coverage Index,79,0-100 scale,Total,All
Latin America & Caribbean,2016,UHC Service Coverage Index,70,0-100 scale,Total,All
Latin America & Caribbean,2016,UHC Service Coverage Index,83,0-100 scale,Total,All
Latin America & Caribbean,2016,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2016,UHC Service Coverage Index,86,0-100 scale,Total,All
Latin America & Caribbean,2017,Financial Hardship,59.54,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2017,Financial Hardship,26.98,Percentage of population,Total,Q2
Latin America & Caribbean,2017,Financial Hardship,7.57,Percentage of population,Total,Q3
Latin America & Caribbean,2017,Financial Hardship,5.21,Percentage of population,Total,Q4
Latin America & Caribbean,2017,Financial Hardship,1.8,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2017,Financial Hardship,20.3,Percentage of population,Total,All
Latin America & Caribbean,2017,Financial Hardship (Impoverishing),17.05,Percentage of population,Total,All
Latin America & Caribbean,2017,Financial Hardship (Large Non-Impoverishing),3.25,Percentage of population,Total,All
Latin America & Caribbean,2017,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.57,Percentage of population,Total,All
Latin America & Caribbean,2017,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",15.48,Percentage of population,Total,All
Latin America & Caribbean,2017,UHC Service Coverage Index,79,0-100 scale,Total,All
Latin America & Caribbean,2017,UHC Service Coverage Index,70,0-100 scale,Total,All
Latin America & Caribbean,2017,UHC Service Coverage Index,83,0-100 scale,Total,All
Latin America & Caribbean,2017,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2017,UHC Service Coverage Index,86,0-100 scale,Total,All
Latin America & Caribbean,2018,Financial Hardship,59.43,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2018,Financial Hardship,27.29,Percentage of population,Total,Q2
Latin America & Caribbean,2018,Financial Hardship,4.18,Percentage of population,Total,Q3
Latin America & Caribbean,2018,Financial Hardship,2.37,Percentage of population,Total,Q4
Latin America & Caribbean,2018,Financial Hardship,1.65,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2018,Financial Hardship,19.39,Percentage of population,Total,All
Latin America & Caribbean,2018,Financial Hardship (Impoverishing),15.95,Percentage of population,Total,All
Latin America & Caribbean,2018,Financial Hardship (Large Non-Impoverishing),3.44,Percentage of population,Total,All
Latin America & Caribbean,2018,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.68,Percentage of population,Total,All
Latin America & Caribbean,2018,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",14.27,Percentage of population,Total,All
Latin America & Caribbean,2018,UHC Service Coverage Index,79,0-100 scale,Total,All
Latin America & Caribbean,2018,UHC Service Coverage Index,71,0-100 scale,Total,All
Latin America & Caribbean,2018,UHC Service Coverage Index,80,0-100 scale,Total,All
Latin America & Caribbean,2018,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2018,UHC Service Coverage Index,87,0-100 scale,Total,All
Latin America & Caribbean,2019,Financial Hardship,61.46,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2019,Financial Hardship,26.53,Percentage of population,Total,Q2
Latin America & Caribbean,2019,Financial Hardship,4.08,Percentage of population,Total,Q3
Latin America & Caribbean,2019,Financial Hardship,2.36,Percentage of population,Total,Q4
Latin America & Caribbean,2019,Financial Hardship,1.74,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2019,Financial Hardship,19.71,Percentage of population,Total,All
Latin America & Caribbean,2019,Financial Hardship (Impoverishing),16.09,Percentage of population,Total,All
Latin America & Caribbean,2019,Financial Hardship (Large Non-Impoverishing),3.62,Percentage of population,Total,All
Latin America & Caribbean,2019,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.65,Percentage of population,Total,All
Latin America & Caribbean,2019,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",14.44,Percentage of population,Total,All
Latin America & Caribbean,2019,UHC Service Coverage Index,79,0-100 scale,Total,All
Latin America & Caribbean,2019,UHC Service Coverage Index,71,0-100 scale,Total,All
Latin America & Caribbean,2019,UHC Service Coverage Index,80,0-100 scale,Total,All
Latin America & Caribbean,2019,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2019,UHC Service Coverage Index,88,0-100 scale,Total,All
Latin America & Caribbean,2020,Financial Hardship,60.71,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2020,Financial Hardship,21.01,Percentage of population,Total,Q2
Latin America & Caribbean,2020,Financial Hardship,4.02,Percentage of population,Total,Q3
Latin America & Caribbean,2020,Financial Hardship,2.59,Percentage of population,Total,Q4
Latin America & Caribbean,2020,Financial Hardship,1.89,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2020,Financial Hardship,18.88,Percentage of population,Total,All
Latin America & Caribbean,2020,Financial Hardship (Impoverishing),15.13,Percentage of population,Total,All
Latin America & Caribbean,2020,Financial Hardship (Large Non-Impoverishing),3.75,Percentage of population,Total,All
Latin America & Caribbean,2020,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.63,Percentage of population,Total,All
Latin America & Caribbean,2020,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",13.5,Percentage of population,Total,All
Latin America & Caribbean,2020,UHC Service Coverage Index,79,0-100 scale,Total,All
Latin America & Caribbean,2020,UHC Service Coverage Index,71,0-100 scale,Total,All
Latin America & Caribbean,2020,UHC Service Coverage Index,82,0-100 scale,Total,All
Latin America & Caribbean,2020,UHC Service Coverage Index,78,0-100 scale,Total,All
Latin America & Caribbean,2020,UHC Service Coverage Index,88,0-100 scale,Total,All
Latin America & Caribbean,2021,Financial Hardship,62.79,Percentage of population,Total,Q1 (Poorest)
Latin America & Caribbean,2021,Financial Hardship,25.23,Percentage of population,Total,Q2
Latin America & Caribbean,2021,Financial Hardship,4.13,Percentage of population,Total,Q3
Latin America & Caribbean,2021,Financial Hardship,2.76,Percentage of population,Total,Q4
Latin America & Caribbean,2021,Financial Hardship,2.12,Percentage of population,Total,Q5 (Richest)
Latin America & Caribbean,2021,Financial Hardship,19.89,Percentage of population,Total,All
Latin America & Caribbean,2021,Financial Hardship (Impoverishing),15.85,Percentage of population,Total,All
Latin America & Caribbean,2021,Financial Hardship (Large Non-Impoverishing),4.04,Percentage of population,Total,All
